speed,angle,timestamp,state
"[-81.0, -76.0, -123.0, -84.0]","[32198.0, 29123.0, 6335.0, 32185.0]","[39330.0, 39331.0, 39333.0, 39334.0]","[0.0, 0.0, 0.0, 0.0]"
"[-73.0, -70.0, -96.0, -92.0]","[27737.0, 24199.0, 1226.0, 27393.0]","[39390.0, 39391.0, 39393.0, 39394.0]","[0.0, 0.0, 0.0, 0.0]"
"[-98.0, -78.0, -82.0, -100.0]","[22774.0, 19491.0, 29058.0, 22140.0]","[39450.0, 39451.0, 39453.0, 39454.0]","[0.0, 0.0, 0.0, 0.0]"
"[-84.0, -94.0, -78.0, -107.0]","[17362.0, 14536.0, 24234.0, 16883.0]","[39510.0, 39511.0, 39513.0, 39514.0]","[0.0, 0.0, 0.0, 0.0]"
"[-93.0, -108.0, -104.0, -108.0]","[11974.0, 9151.0, 19201.0, 11640.0]","[39570.0, 39571.0, 39573.0, 39574.0]","[0.0, 0.0, 0.0, 0.0]"
"[-75.0, -108.0, -93.0, -102.0]","[6888.0, 3801.0, 13754.0, 6458.0]","[39630.0, 39631.0, 39633.0, 39634.0]","[0.0, 0.0, 0.0, 0.0]"
"[-51.0, -38.0, -42.0, -39.0]","[2695.0, 32284.0, 9415.0, 2246.0]","[39690.0, 39691.0, 39693.0, 39694.0]","[0.0, 0.0, 0.0, 0.0]"
"[-15.0, -20.0, -20.0, -23.0]","[916.0, 30532.0, 7637.0, 406.0]","[39750.0, 39751.0, 39753.0, 39754.0]","[0.0, 0.0, 0.0, 0.0]"
"[14.0, 30.0, -46.0, -20.0]","[894.0, 31376.0, 6931.0, 32322.0]","[39810.0, 39811.0, 39813.0, 39814.0]","[0.0, 0.0, 0.0, 0.0]"
"[65.0, -132.0, -64.0, 89.0]","[5456.0, 28776.0, 3706.0, 966.0]","[39870.0, 39871.0, 39873.0, 39874.0]","[0.0, 0.0, 0.0, 0.0]"
"[59.0, -50.0, -49.0, 58.0]","[8748.0, 23754.0, 254.0, 7082.0]","[39930.0, 39931.0, 39933.0, 39934.0]","[0.0, 0.0, 0.0, 0.0]"
"[30.0, -19.0, -26.0, 20.0]","[10862.0, 22106.0, 31073.0, 8780.0]","[39990.0, 39991.0, 39993.0, 39994.0]","[0.0, 0.0, 0.0, 0.0]"
"[84.0, -60.0, -65.0, 53.0]","[13165.0, 20320.0, 29178.0, 10562.0]","[40050.0, 40051.0, 40053.0, 40054.0]","[0.0, 0.0, 0.0, 0.0]"
"[28.0, -30.0, -20.0, 32.0]","[15760.0, 17578.0, 26548.0, 13487.0]","[40110.0, 40111.0, 40113.0, 40114.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -25.0, -19.0, 18.0]","[16398.0, 16829.0, 25975.0, 14453.0]","[40170.0, 40171.0, 40173.0, 40174.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -41.0, -40.0, 57.0]","[18328.0, 14156.0, 23969.0, 16509.0]","[40230.0, 40231.0, 40233.0, 40234.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -5.0, -26.0, 12.0]","[19484.0, 12556.0, 22597.0, 18262.0]","[40290.0, 40291.0, 40293.0, 40294.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -40.0, -36.0, 27.0]","[20415.0, 11798.0, 21461.0, 18861.0]","[40350.0, 40351.0, 40353.0, 40354.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -21.0, -22.0, 21.0]","[21693.0, 9947.0, 20198.0, 20863.0]","[40410.0, 40411.0, 40413.0, 40414.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -9.0, -5.0, 9.0]","[22210.0, 9332.0, 19655.0, 21370.0]","[40470.0, 40471.0, 40473.0, 40474.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -18.0, -16.0, 22.0]","[22838.0, 8446.0, 19128.0, 22281.0]","[40530.0, 40531.0, 40533.0, 40534.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -7.0, -7.0, 6.0]","[23380.0, 7743.0, 18508.0, 23043.0]","[40590.0, 40591.0, 40593.0, 40594.0]","[0.0, 0.0, 0.0, 0.0]"
"[8.0, -5.0, -4.0, 5.0]","[23756.0, 7397.0, 18217.0, 23336.0]","[40650.0, 40651.0, 40653.0, 40654.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, -5.0, -9.0, 2.0]","[24003.0, 7161.0, 18011.0, 23532.0]","[40710.0, 40711.0, 40713.0, 40714.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, -7.0, 2.0, -3.0]","[24173.0, 6982.0, 17835.0, 23702.0]","[40770.0, 40771.0, 40773.0, 40774.0]","[0.0, 0.0, 0.0, 0.0]"
"[125.0, -69.0, -53.0, 46.0]","[25980.0, 6032.0, 16160.0, 24386.0]","[40830.0, 40831.0, 40833.0, 40834.0]","[0.0, 0.0, 0.0, 0.0]"
"[85.0, -73.0, -64.0, 78.0]","[30649.0, 1585.0, 12778.0, 29144.0]","[40890.0, 40891.0, 40893.0, 40894.0]","[0.0, 0.0, 0.0, 0.0]"
"[30.0, -43.0, -28.0, 28.0]","[88.0, 31405.0, 10423.0, 32011.0]","[40950.0, 40951.0, 40953.0, 40954.0]","[0.0, 0.0, 0.0, 0.0]"
"[43.0, -42.0, -49.0, 38.0]","[1617.0, 29692.0, 8777.0, 963.0]","[41010.0, 41011.0, 41013.0, 41014.0]","[0.0, 0.0, 0.0, 0.0]"
"[36.0, -49.0, -51.0, 68.0]","[4357.0, 26416.0, 5982.0, 4059.0]","[41070.0, 41071.0, 41073.0, 41074.0]","[0.0, 0.0, 0.0, 0.0]"
"[14.0, -18.0, -8.0, 21.0]","[5238.0, 24976.0, 5004.0, 5595.0]","[41130.0, 41131.0, 41133.0, 41134.0]","[0.0, 0.0, 0.0, 0.0]"
"[45.0, -59.0, -49.0, 41.0]","[6591.0, 22949.0, 3664.0, 7021.0]","[41190.0, 41191.0, 41193.0, 41194.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -16.0, -10.0, 13.0]","[8262.0, 20997.0, 1851.0, 9026.0]","[41250.0, 41251.0, 41253.0, 41254.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -23.0, -21.0, 6.0]","[9290.0, 20730.0, 1296.0, 9554.0]","[41310.0, 41311.0, 41313.0, 41314.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -31.0, -17.0, 30.0]","[10204.0, 19055.0, 32691.0, 10783.0]","[41370.0, 41371.0, 41373.0, 41374.0]","[0.0, 0.0, 0.0, 0.0]"
"[8.0, -2.0, -7.0, 5.0]","[10866.0, 18219.0, 32047.0, 11561.0]","[41430.0, 41431.0, 41433.0, 41434.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -6.0, -5.0, 7.0]","[11191.0, 17950.0, 31733.0, 11812.0]","[41490.0, 41491.0, 41493.0, 41494.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -8.0, -6.0, 7.0]","[11537.0, 17556.0, 31362.0, 12187.0]","[41550.0, 41551.0, 41553.0, 41554.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -5.0, -7.0, 2.0]","[11775.0, 17311.0, 31139.0, 12436.0]","[41610.0, 41611.0, 41613.0, 41614.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, 4.0, -11.0, 4.0]","[11921.0, 17273.0, 31015.0, 12481.0]","[41670.0, 41671.0, 41673.0, 41674.0]","[0.0, 0.0, 0.0, 0.0]"
"[110.0, -86.0, -58.0, 74.0]","[16054.0, 15289.0, 28756.0, 14024.0]","[41730.0, 41731.0, 41733.0, 41734.0]","[0.0, 0.0, 0.0, 0.0]"
"[60.0, -65.0, -59.0, 79.0]","[19953.0, 11600.0, 25180.0, 19111.0]","[41790.0, 41791.0, 41793.0, 41794.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -36.0, -18.0, 38.0]","[21760.0, 9706.0, 23392.0, 21325.0]","[41850.0, 41851.0, 41853.0, 41854.0]","[0.0, 0.0, 0.0, 0.0]"
"[60.0, -79.0, -55.0, 61.0]","[23826.0, 7489.0, 21518.0, 23383.0]","[41910.0, 41911.0, 41913.0, 41914.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -25.0, -14.0, 35.0]","[26409.0, 4588.0, 18826.0, 26301.0]","[41970.0, 41971.0, 41973.0, 41974.0]","[0.0, 0.0, 0.0, 0.0]"
"[21.0, -10.0, -18.0, 22.0]","[27294.0, 3367.0, 17678.0, 27381.0]","[42030.0, 42031.0, 42033.0, 42034.0]","[0.0, 0.0, 0.0, 0.0]"
"[28.0, -36.0, -38.0, 32.0]","[29078.0, 1634.0, 15981.0, 29408.0]","[42090.0, 42091.0, 42093.0, 42094.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -9.0, -12.0, 8.0]","[30291.0, 310.0, 14659.0, 30849.0]","[42150.0, 42151.0, 42153.0, 42154.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -27.0, -18.0, 17.0]","[30824.0, 32510.0, 14041.0, 31356.0]","[42210.0, 42211.0, 42213.0, 42214.0]","[0.0, 0.0, 0.0, 0.0]"
"[8.0, -13.0, -9.0, 8.0]","[441.0, 30336.0, 11811.0, 944.0]","[42330.0, 42331.0, 42333.0, 42334.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -10.0, -11.0, 7.0]","[815.0, 29811.0, 11348.0, 1303.0]","[42390.0, 42391.0, 42393.0, 42394.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, 2.0, -4.0, 2.0]","[1051.0, 29424.0, 10984.0, 1615.0]","[42450.0, 42451.0, 42453.0, 42454.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -3.0, 3.0, 0.0]","[1155.0, 29291.0, 10842.0, 1735.0]","[42510.0, 42511.0, 42513.0, 42514.0]","[0.0, 0.0, 0.0, 0.0]"
"[-84.0, -73.0, -102.0, -47.0]","[681.0, 28617.0, 9877.0, 910.0]","[42570.0, 42571.0, 42573.0, 42574.0]","[0.0, 0.0, 0.0, 0.0]"
"[-91.0, -84.0, -84.0, -80.0]","[28083.0, 23759.0, 4755.0, 28941.0]","[42630.0, 42631.0, 42633.0, 42634.0]","[0.0, 0.0, 0.0, 0.0]"
"[-81.0, -96.0, -84.0, -90.0]","[23421.0, 18918.0, 32519.0, 23967.0]","[42690.0, 42691.0, 42693.0, 42694.0]","[0.0, 0.0, 0.0, 0.0]"
"[-80.0, -88.0, -99.0, -90.0]","[18377.0, 13783.0, 27422.0, 18689.0]","[42750.0, 42751.0, 42753.0, 42754.0]","[0.0, 0.0, 0.0, 0.0]"
"[-112.0, -102.0, -107.0, -103.0]","[13054.0, 8419.0, 22352.0, 13413.0]","[42810.0, 42811.0, 42813.0, 42814.0]","[0.0, 0.0, 0.0, 0.0]"
"[-91.0, -93.0, -88.0, -77.0]","[7767.0, 3136.0, 17200.0, 7981.0]","[42870.0, 42871.0, 42873.0, 42874.0]","[0.0, 0.0, 0.0, 0.0]"
"[-58.0, -51.0, -59.0, -40.0]","[3074.0, 31049.0, 12393.0, 3299.0]","[42930.0, 42931.0, 42933.0, 42934.0]","[0.0, 0.0, 0.0, 0.0]"
"[-23.0, -21.0, -26.0, -31.0]","[1078.0, 29064.0, 10210.0, 1257.0]","[42990.0, 42991.0, 42993.0, 42994.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, -5.0, -4.0, -4.0]","[154.0, 28134.0, 9168.0, 328.0]","[43050.0, 43051.0, 43053.0, 43054.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, 3.0, 3.0, 4.0]","[235.0, 28184.0, 9284.0, 493.0]","[43110.0, 43111.0, 43113.0, 43114.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -5.0, 2.0, 4.0]","[237.0, 28198.0, 9301.0, 496.0]","[43170.0, 43171.0, 43173.0, 43174.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -1.0, 2.0, 0.0]","[243.0, 28186.0, 9291.0, 504.0]","[43230.0, 43231.0, 43233.0, 43234.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -3.0, -6.0, 2.0]","[277.0, 28161.0, 9264.0, 536.0]","[43290.0, 43291.0, 43293.0, 43294.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -5.0, -2.0, -1.0]","[329.0, 28117.0, 9222.0, 588.0]","[43350.0, 43351.0, 43353.0, 43354.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, 0.0, 0.0, -4.0]","[392.0, 28068.0, 9169.0, 635.0]","[43410.0, 43411.0, 43413.0, 43414.0]","[0.0, 0.0, 0.0, 0.0]"
"[-6.0, -5.0, 3.0, -1.0]","[426.0, 28034.0, 9144.0, 672.0]","[43470.0, 43471.0, 43473.0, 43474.0]","[0.0, 0.0, 0.0, 0.0]"
"[-5.0, -5.0, 2.0, -1.0]","[425.0, 28044.0, 9154.0, 667.0]","[43530.0, 43531.0, 43533.0, 43534.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -3.0, -3.0, 5.0]","[403.0, 28061.0, 9170.0, 648.0]","[43590.0, 43591.0, 43593.0, 43594.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, 0.0, -6.0, -3.0]","[402.0, 28064.0, 9171.0, 648.0]","[43650.0, 43651.0, 43653.0, 43654.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -1.0, 0.0, 29.0]","[413.0, 28055.0, 9164.0, 658.0]","[43710.0, 43711.0, 43713.0, 43714.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, 2.0, 2.0, 5.0]","[415.0, 28054.0, 9162.0, 658.0]","[43770.0, 43771.0, 43773.0, 43774.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, -2.0, 1.0, 1.0]","[411.0, 28059.0, 9167.0, 653.0]","[43830.0, 43831.0, 43833.0, 43834.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -1.0, -5.0, -5.0]","[412.0, 28057.0, 9166.0, 655.0]","[43890.0, 43891.0, 43893.0, 43894.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, -2.0, -4.0]","[415.0, 28056.0, 9164.0, 657.0]","[43950.0, 43951.0, 43953.0, 43954.0]","[0.0, 0.0, 0.0, 0.0]"
"[-5.0, -1.0, -6.0, 0.0]","[414.0, 28057.0, 9165.0, 656.0]","[44010.0, 44011.0, 44013.0, 44014.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -2.0, -3.0, 0.0]","[414.0, 28057.0, 9165.0, 656.0]","[44070.0, 44071.0, 44073.0, 44074.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, 2.0, -1.0, 2.0]","[415.0, 28057.0, 9164.0, 657.0]","[44130.0, 44131.0, 44133.0, 44134.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -1.0, -3.0, -1.0]","[415.0, 28057.0, 9165.0, 657.0]","[44190.0, 44191.0, 44193.0, 44194.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, 8.0, 0.0, -2.0]","[415.0, 28057.0, 9165.0, 656.0]","[44250.0, 44251.0, 44253.0, 44254.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, 4.0, -3.0, -1.0]","[416.0, 28056.0, 9164.0, 657.0]","[44310.0, 44311.0, 44313.0, 44314.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -2.0, -1.0, -6.0]","[416.0, 28057.0, 9165.0, 657.0]","[44370.0, 44371.0, 44373.0, 44374.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, 5.0, 1.0, -5.0]","[416.0, 28057.0, 9164.0, 657.0]","[44430.0, 44431.0, 44433.0, 44434.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 2.0, -2.0, 0.0]","[416.0, 28056.0, 9164.0, 657.0]","[44490.0, 44491.0, 44493.0, 44494.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, 1.0, 0.0, -2.0]","[416.0, 28057.0, 9165.0, 657.0]","[44550.0, 44551.0, 44553.0, 44554.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, -1.0, -1.0, 1.0]","[416.0, 28056.0, 9165.0, 658.0]","[44610.0, 44611.0, 44613.0, 44614.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, 2.0, -3.0, -3.0]","[416.0, 28056.0, 9165.0, 658.0]","[44670.0, 44671.0, 44673.0, 44674.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -1.0, -5.0, 0.0]","[417.0, 28056.0, 9164.0, 658.0]","[44730.0, 44731.0, 44733.0, 44734.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -3.0, 1.0, -3.0]","[417.0, 28056.0, 9166.0, 657.0]","[44790.0, 44791.0, 44793.0, 44794.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, -1.0, 1.0, 2.0]","[418.0, 28056.0, 9166.0, 658.0]","[44850.0, 44851.0, 44853.0, 44854.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -1.0, -7.0, -8.0]","[417.0, 28057.0, 9165.0, 657.0]","[44910.0, 44911.0, 44913.0, 44914.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, 3.0, -4.0, 0.0]","[417.0, 28057.0, 9165.0, 658.0]","[44970.0, 44971.0, 44973.0, 44974.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -1.0, 0.0, -4.0]","[417.0, 28057.0, 9165.0, 658.0]","[45030.0, 45031.0, 45033.0, 45034.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, 0.0, -5.0, 1.0]","[418.0, 28056.0, 9165.0, 658.0]","[45090.0, 45091.0, 45093.0, 45094.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, -4.0, -5.0, 3.0]","[418.0, 28056.0, 9166.0, 658.0]","[45210.0, 45211.0, 45213.0, 45214.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, 0.0, 4.0, 0.0]","[418.0, 28056.0, 9165.0, 658.0]","[45270.0, 45271.0, 45273.0, 45274.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, 1.0, 1.0, -5.0]","[421.0, 28058.0, 9166.0, 659.0]","[45330.0, 45331.0, 45333.0, 45334.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -22.0, -14.0, 12.0]","[619.0, 27842.0, 9000.0, 909.0]","[45390.0, 45391.0, 45393.0, 45394.0]","[0.0, 0.0, 0.0, 0.0]"
"[68.0, -63.0, -69.0, 74.0]","[4187.0, 23869.0, 6628.0, 3446.0]","[45450.0, 45451.0, 45453.0, 45454.0]","[0.0, 0.0, 0.0, 0.0]"
"[60.0, -67.0, -61.0, 69.0]","[8093.0, 19645.0, 2440.0, 8193.0]","[45510.0, 45511.0, 45513.0, 45514.0]","[0.0, 0.0, 0.0, 0.0]"
"[35.0, -33.0, -36.0, 30.0]","[9791.0, 17354.0, 210.0, 10383.0]","[45570.0, 45571.0, 45573.0, 45574.0]","[0.0, 0.0, 0.0, 0.0]"
"[65.0, -64.0, -66.0, 48.0]","[12210.0, 14605.0, 30521.0, 12785.0]","[45630.0, 45631.0, 45633.0, 45634.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -13.0, -25.0, 31.0]","[14931.0, 11761.0, 27658.0, 15981.0]","[45690.0, 45691.0, 45693.0, 45694.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -30.0, -19.0, 16.0]","[16017.0, 10697.0, 26549.0, 17074.0]","[45750.0, 45751.0, 45753.0, 45754.0]","[0.0, 0.0, 0.0, 0.0]"
"[47.0, -46.0, -46.0, 53.0]","[18363.0, 8479.0, 24403.0, 19341.0]","[45810.0, 45811.0, 45813.0, 45814.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -32.0, -18.0, 3.0]","[19860.0, 6840.0, 23535.0, 21036.0]","[45870.0, 45871.0, 45873.0, 45874.0]","[0.0, 0.0, 0.0, 0.0]"
"[31.0, -16.0, -20.0, 21.0]","[20934.0, 6165.0, 22763.0, 21882.0]","[45930.0, 45931.0, 45933.0, 45934.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -22.0, -23.0, 8.0]","[22266.0, 5254.0, 21660.0, 23044.0]","[45990.0, 45991.0, 45993.0, 45994.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -13.0, -9.0, 13.0]","[22899.0, 4537.0, 20946.0, 23630.0]","[46050.0, 46051.0, 46053.0, 46054.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -9.0, -17.0, 12.0]","[23513.0, 3786.0, 20216.0, 24355.0]","[46110.0, 46111.0, 46113.0, 46114.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -12.0, -10.0, 10.0]","[24324.0, 3113.0, 19497.0, 25074.0]","[46170.0, 46171.0, 46173.0, 46174.0]","[0.0, 0.0, 0.0, 0.0]"
"[61.0, -46.0, -34.0, 38.0]","[25402.0, 2107.0, 18543.0, 25902.0]","[46230.0, 46231.0, 46233.0, 46234.0]","[0.0, 0.0, 0.0, 0.0]"
"[74.0, -78.0, -76.0, 91.0]","[30277.0, 30275.0, 14977.0, 29680.0]","[46290.0, 46291.0, 46293.0, 46294.0]","[0.0, 0.0, 0.0, 0.0]"
"[74.0, -78.0, -76.0, 91.0]","[30277.0, 30275.0, 14977.0, 29680.0]","[46290.0, 46291.0, 46293.0, 46294.0]","[0.0, 0.0, 0.0, 0.0]"
"[56.0, -38.0, -38.0, 44.0]","[2871.0, 24681.0, 9440.0, 3048.0]","[46410.0, 46411.0, 46413.0, 46414.0]","[0.0, 0.0, 0.0, 0.0]"
"[52.0, -56.0, -54.0, 40.0]","[5766.0, 22610.0, 6862.0, 5582.0]","[46470.0, 46471.0, 46473.0, 46474.0]","[0.0, 0.0, 0.0, 0.0]"
"[30.0, -34.0, -24.0, 26.0]","[8059.0, 20543.0, 4615.0, 7622.0]","[46530.0, 46531.0, 46533.0, 46534.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -31.0, -29.0, 35.0]","[9469.0, 19210.0, 3169.0, 8944.0]","[46590.0, 46591.0, 46593.0, 46594.0]","[0.0, 0.0, 0.0, 0.0]"
"[25.0, -33.0, -31.0, 27.0]","[11435.0, 17152.0, 1185.0, 10886.0]","[46650.0, 46651.0, 46653.0, 46654.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -5.0, -13.0, 7.0]","[12323.0, 16353.0, 371.0, 11747.0]","[46710.0, 46711.0, 46713.0, 46714.0]","[0.0, 0.0, 0.0, 0.0]"
"[30.0, -25.0, -35.0, 24.0]","[13402.0, 15171.0, 31942.0, 12670.0]","[46770.0, 46771.0, 46773.0, 46774.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -3.0, -16.0, 5.0]","[14438.0, 14260.0, 30871.0, 13577.0]","[46830.0, 46831.0, 46833.0, 46834.0]","[0.0, 0.0, 0.0, 0.0]"
"[8.0, 0.0, 0.0, 8.0]","[14845.0, 13849.0, 30496.0, 13963.0]","[46890.0, 46891.0, 46893.0, 46894.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -6.0, -7.0, 8.0]","[15232.0, 13430.0, 30112.0, 14410.0]","[46950.0, 46951.0, 46953.0, 46954.0]","[0.0, 0.0, 0.0, 0.0]"
"[103.0, -61.0, -52.0, 44.0]","[17010.0, 12030.0, 28836.0, 15449.0]","[47010.0, 47011.0, 47013.0, 47014.0]","[0.0, 0.0, 0.0, 0.0]"
"[86.0, -59.0, -93.0, 68.0]","[21457.0, 7817.0, 24900.0, 19481.0]","[47070.0, 47071.0, 47073.0, 47074.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -61.0, -46.0, 37.0]","[24438.0, 5052.0, 22239.0, 22531.0]","[47130.0, 47131.0, 47133.0, 47134.0]","[0.0, 0.0, 0.0, 0.0]"
"[52.0, -35.0, -40.0, 46.0]","[26202.0, 2964.0, 20507.0, 24660.0]","[47190.0, 47191.0, 47193.0, 47194.0]","[0.0, 0.0, 0.0, 0.0]"
"[37.0, -30.0, -51.0, 28.0]","[28989.0, 951.0, 17946.0, 27091.0]","[47250.0, 47251.0, 47253.0, 47254.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, -15.0, -23.0, 22.0]","[30650.0, 32322.0, 16457.0, 28472.0]","[47310.0, 47311.0, 47313.0, 47314.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -30.0, -29.0, 26.0]","[31799.0, 31081.0, 15172.0, 29689.0]","[47370.0, 47371.0, 47373.0, 47374.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -16.0, -14.0, 7.0]","[651.0, 29459.0, 13611.0, 31144.0]","[47430.0, 47431.0, 47433.0, 47434.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, -7.0, -11.0, 9.0]","[1101.0, 28974.0, 13055.0, 31555.0]","[47490.0, 47491.0, 47493.0, 47494.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -14.0, -19.0, 14.0]","[1891.0, 28151.0, 12188.0, 32376.0]","[47550.0, 47551.0, 47553.0, 47554.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -14.0, -5.0, 5.0]","[2595.0, 27479.0, 11435.0, 229.0]","[47610.0, 47611.0, 47613.0, 47614.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -3.0, -6.0, 4.0]","[2932.0, 27121.0, 11170.0, 504.0]","[47670.0, 47671.0, 47673.0, 47674.0]","[0.0, 0.0, 0.0, 0.0]"
"[-89.0, -83.0, -112.0, -93.0]","[1154.0, 25318.0, 8713.0, 31755.0]","[47730.0, 47731.0, 47733.0, 47734.0]","[0.0, 0.0, 0.0, 0.0]"
"[-81.0, -114.0, -106.0, -86.0]","[29260.0, 20141.0, 3835.0, 26976.0]","[47790.0, 47791.0, 47793.0, 47794.0]","[0.0, 0.0, 0.0, 0.0]"
"[-86.0, -88.0, -103.0, -84.0]","[24271.0, 15319.0, 31636.0, 21846.0]","[47850.0, 47851.0, 47853.0, 47854.0]","[0.0, 0.0, 0.0, 0.0]"
"[-112.0, -74.0, -79.0, -116.0]","[19057.0, 10368.0, 26626.0, 16481.0]","[47910.0, 47911.0, 47913.0, 47914.0]","[0.0, 0.0, 0.0, 0.0]"
"[-88.0, -109.0, -102.0, -104.0]","[13737.0, 5076.0, 21471.0, 11173.0]","[47970.0, 47971.0, 47973.0, 47974.0]","[0.0, 0.0, 0.0, 0.0]"
"[-111.0, -95.0, -84.0, -105.0]","[8550.0, 32363.0, 16089.0, 5954.0]","[48030.0, 48031.0, 48033.0, 48034.0]","[0.0, 0.0, 0.0, 0.0]"
"[-37.0, -49.0, -46.0, -34.0]","[4420.0, 28156.0, 11812.0, 1823.0]","[48090.0, 48091.0, 48093.0, 48094.0]","[0.0, 0.0, 0.0, 0.0]"
"[-25.0, -22.0, -24.0, -24.0]","[2639.0, 26399.0, 9953.0, 26.0]","[48150.0, 48151.0, 48153.0, 48154.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, 8.0, -17.0, -6.0]","[2465.0, 26522.0, 9473.0, 32312.0]","[48210.0, 48211.0, 48213.0, 48214.0]","[0.0, 0.0, 0.0, 0.0]"
"[60.0, -75.0, -65.0, 93.0]","[6964.0, 24982.0, 7182.0, 1235.0]","[48270.0, 48271.0, 48273.0, 48274.0]","[0.0, 0.0, 0.0, 0.0]"
"[45.0, -50.0, -50.0, 63.0]","[10362.0, 21319.0, 3832.0, 6225.0]","[48330.0, 48331.0, 48333.0, 48334.0]","[0.0, 0.0, 0.0, 0.0]"
